Economy,Code,Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Depression (%),Income group,average_learning_Adjusted_of_school,Continent,GDP(2022),GDP_per_capita
Afghanistan,AFG,1990,0.160559542157,0.697779384535,0.101854863459,4.82882970499999,4.07183117706,Low income,4.957541966666667,Asia,14583.0,3309.844
Afghanistan,AFG,1991,0.16031189863,0.697960594942,0.0993127900960999,4.82974037241,4.07953093539999,Low income,4.957541966666667,Asia,14583.0,3309.844
Afghanistan,AFG,1992,0.160134822429,0.698106968899,0.0966915892928,4.83110836569,4.08835824297,Low income,4.957541966666667,Asia,14583.0,3309.844
Afghanistan,AFG,1993,0.160037391188,0.698256934369,0.0943356623795,4.83086358539,4.09618989711999,Low income,4.957541966666667,Asia,14583.0,3309.844
Afghanistan,AFG,1994,0.160022297338,0.69846911816,0.0924393209042,4.82942317312,4.09958157816,Low income,4.957541966666667,Asia,14583.0,3309.844
Afghanistan,AFG,1995,0.160076308783,0.698694968944,0.090980372886,4.82833727334,4.10420732528,Low income,4.957541966666667,Asia,14583.0,3309.844
Afghanistan,AFG,1996,0.160248726329,0.698914125049,0.0897089376174,4.82808312026,4.10750045554,Low income,4.957541966666667,Asia,14583.0,3309.844
Afghanistan,AFG,1997,0.160553946742,0.699126654803,0.0883722221094,4.82772571638,4.11083367722,Low income,4.957541966666667,Asia,14583.0,3309.844
Afghanistan,AFG,1998,0.160930711846,0.699371875194,0.0873300106476,4.8269712485,4.11443779100999,Low income,4.957541966666667,Asia,14583.0,3309.844
Afghanistan,AFG,1999,0.161310884754,0.699674198516,0.0862667995035,4.8264128001,4.11763349824,Low income,4.957541966666667,Asia,14583.0,3309.844
Afghanistan,AFG,2000,0.16162122443,0.700015096921,0.0860206198207,4.82704657505,4.11861034358999,Low income,4.957541966666667,Asia,14583.0,3309.844
Afghanistan,AFG,2001,0.161957170769,0.700499479854,0.086517457129,4.83140882927,4.1213810747,Low income,4.957541966666667,Asia,14583.0,3309.844
Afghanistan,AFG,2002,0.162414145895,0.701141208505999,0.0870227203973,4.83831781133,4.12492821619,Low income,4.957541966666667,Asia,14583.0,233.433
Afghanistan,AFG,2003,0.162915640474,0.701860412735,0.0871889109837,4.84553823082,4.12523049204,Low income,4.957541966666667,Asia,14583.0,233.755
Afghanistan,AFG,2004,0.163377393677,0.702556302696,0.0881575409506,4.8515123905,4.12638387348,Low income,4.957541966666667,Asia,14583.0,254.259
Afghanistan,AFG,2005,0.163706037839,0.703078387651,0.088933235928,4.85468446119,4.12690776347,Low income,4.957541966666667,Asia,14583.0,294.396
Afghanistan,AFG,2006,0.163976911765,0.703516640989,0.0900543399397,4.85668463045,4.12863837196999,Low income,4.957541966666667,Asia,14583.0,320.674
Afghanistan,AFG,2007,0.164302469267,0.703997852257,0.0916877012669,4.85886069467,4.12972758067,Low income,4.957541966666667,Asia,14583.0,381.502
Afghanistan,AFG,2008,0.164638794155,0.704480293361,0.093588805925,4.8604370363,4.12965570782,Low income,4.957541966666667,Asia,14583.0,447.746
Afghanistan,AFG,2009,0.16493166837,0.704924652341,0.0951661615564,4.86153329483,4.12997189215999,Low income,4.957541966666667,Asia,14583.0,511.374
Afghanistan,AFG,2010,0.165130258824,0.705313111625,0.0973271994381,4.8627769096,4.13087388504,Low income,4.957541966666667,Asia,14583.0,631.49
Afghanistan,AFG,2011,0.165271893873,0.705688468676,0.0986381146875,4.8647734172,4.13086219160999,Low income,4.957541966666667,Asia,14583.0,714.7
Afghanistan,AFG,2012,0.165423786696,0.706086206238,0.0998907504452,4.86728257795,4.13248478823,Low income,4.957541966666667,Asia,14583.0,784.611
Afghanistan,AFG,2013,0.165579371625,0.706471155715999,0.101290989889,4.86970128087,4.13466069347,Low income,4.957541966666667,Asia,14583.0,754.402
Afghanistan,AFG,2014,0.165741956749,0.706875850962,0.103136578742,4.87225638892999,4.13352565882,Low income,4.957541966666667,Asia,14583.0,746.922
Afghanistan,AFG,2015,0.165895095314,0.707275180371,0.104445057278,4.87520080402,4.13541925043,Low income,4.957541966666667,Asia,14583.0,705.597
Afghanistan,AFG,2016,0.166035374114,0.707685928364,0.105807560202,4.87887504114,4.13569434555,Low income,4.957541966666667,Asia,14583.0,617.126
Afghanistan,AFG,2017,0.166157851965,0.708088873434999,0.107142265558,4.88248127473,4.13634710028,Low income,4.957541966666667,Asia,14583.0,635.789
Albania,ALB,1990,0.193412786713,0.695013340334,0.130782128455999,3.32758663553,2.13990307021,Upper middle income,8.52672295,Europe,18882.0,675.736
Albania,ALB,1991,0.19339315046,0.695293982765,0.129101965434,3.33034803136,2.1412012317,Upper middle income,8.52672295,Europe,18882.0,408.022
Albania,ALB,1992,0.193404606639,0.69560260554,0.127063201859,3.33343788661999,2.14339534112999,Upper middle income,8.52672295,Europe,18882.0,259.75
Albania,ALB,1993,0.193438302384999,0.69592244794,0.126019164587,3.33668835219,2.14526286182,Upper middle income,8.52672295,Europe,18882.0,452.623
Albania,ALB,1994,0.193491376747,0.696255109097,0.12540190512,3.34008885411,2.15006991895,Upper middle income,8.52672295,Europe,18882.0,736.028
Albania,ALB,1995,0.193559055566,0.696592826115999,0.125319804993,3.34358795942999,2.15441292449,Upper middle income,8.52672295,Europe,18882.0,903.989
Albania,ALB,1996,0.193674916656,0.696924920231,0.126147689868,3.34690741333,2.16131958778,Upper middle income,8.52672295,Europe,18882.0,1009.967
Albania,ALB,1997,0.193864697802,0.697280986271,0.127300873263,3.35016096519999,2.17021814093,Upper middle income,8.52672295,Europe,18882.0,717.381
Albania,ALB,1998,0.194094008145,0.697600102258,0.128838546057,3.35324219304,2.17952963529999,Upper middle income,8.52672295,Europe,18882.0,818.32
Albania,ALB,1999,0.194328312971,0.697972358593,0.130729176166,3.35637998739,2.18880223435999,Upper middle income,8.52672295,Europe,18882.0,1032.264
Albania,ALB,2000,0.194540779726999,0.698437219313999,0.132704172362,3.3602668242,2.19528461323999,Upper middle income,8.52672295,Europe,18882.0,1127.64
Albania,ALB,2001,0.194812083139,0.698911545398,0.134932482055,3.36482370639,2.20197881604,Upper middle income,8.52672295,Europe,18882.0,1283.573
Albania,ALB,2002,0.195214412203,0.699500622994,0.137540968387999,3.3707799591,2.20892125321999,Upper middle income,8.52672295,Europe,18882.0,1425.125
Albania,ALB,2003,0.195677318165,0.700113754727,0.140334793048,3.3769520857,2.21628328617,Upper middle income,8.52672295,Europe,18882.0,1846.119
Albania,ALB,2004,0.196139392741999,0.700682822784999,0.14304703461,3.38219923062,2.22211597806999,Upper middle income,8.52672295,Europe,18882.0,2373.58
Albania,ALB,2005,0.196538303184,0.701135976354,0.145737500421999,3.38541647195999,2.22340705325,Upper middle income,8.52672295,Europe,18882.0,2673.773
Albania,ALB,2006,0.197003850881,0.701533102125,0.148560528486,3.3872104899,2.22241683649,Upper middle income,8.52672295,Europe,18882.0,2972.745
Albania,ALB,2007,0.197636489894,0.701983219615,0.151699714173,3.38891366073999,2.2172033685,Upper middle income,8.52672295,Europe,18882.0,3595.053
Albania,ALB,2008,0.198306000569,0.702399738231,0.154944758228,3.39016813364,2.21064229839,Upper middle income,8.52672295,Europe,18882.0,4370.562
Albania,ALB,2009,0.198904941915,0.702783255592,0.157738094255,3.39101769294,2.20603269216,Upper middle income,8.52672295,Europe,18882.0,4114.09
Albania,ALB,2010,0.199308278077,0.703063617147,0.16033692756,3.39124641395,2.20334230288,Upper middle income,8.52672295,Europe,18882.0,4097.833
Albania,ALB,2011,0.199587904068,0.703313274411,0.162419643345999,3.39118107539,2.202290732,Upper middle income,8.52672295,Europe,18882.0,4439.89
Albania,ALB,2012,0.19986310231,0.70353947441,0.165446092579,3.39080671792,2.20219180717,Upper middle income,8.52672295,Europe,18882.0,4248.909
Albania,ALB,2013,0.200133922756,0.703759746942999,0.167105078831,3.39019545938999,2.20309814698,Upper middle income,8.52672295,Europe,18882.0,4415.6
